,title,region,version,crc32,status,Project Lunar Version,notes,EXTRA FILES,,,,,,,,,,,,,,,,,
,Micro Machines Military - It's a Blast!,Europe,h2C,72491C7E,Doesn't Work,1.0.29.29057,Blackscreen,,,,,,,,,,,,,,,,,,
,Micro Machines Military - It's a Blast!,Europe,x,A1AD9F97,Doesn't Work,1.0.29.29057,Blackscreen,,,,,,,,,,,,,,,,,,
,Micro Machines Turbo Tournament 96,Europe,v1.1 (J-Cart),23319D0D,Works with patch,1.0.31.34721,,,,,,,,,,,,,,,,,,,
,Micro Machines Turbo Tournament 96,Europe,J-Cart,7492B1DE,Works with patch,1.0.31.34721,,,,,,,,,,,,,,,,,,,
,Midnight Resistance,Japan,,8F3F6E4D,Has Problems,1.0.7251.41832,No sound,,,,,,,,,,,,,,,,,,
,Midnight Resistance,USA,,187C6AF6,Has Problems,1.0.7251.41832,No sound,,,,,,,,,,,,,,,,,,
,Midway Presents Arcade's Greatest Hits,Europe,,C0DCE0E5,Works,1.0.7251.41832,,,,,,,,,,,,,,,,,,,
,Mig-29 Fighter Pilot,Europe,,70B0A5D7,Works,1.0.7251.41832,,,,,,,,,,,,,,,,,,,
,Mig-29 Fighter Pilot,Japan,,3D239046,Works,1.0.7251.41832,,,,,,,,,,,,,,,,,,,
,Mig-29 Fighter Pilot,USA,,59CCABB2,Works,1.0.7251.41832,,,,,,,,,,,,,,,,,,,
,Might and Magic - Gates to Another World,"USA, Europe",,F509145F,Doesn't Work,1.0.7251.41832,Blackscreen after the first two screens.,,,,,,,,,,,,,,,,,,
,Might and Magic - Gates to Another World,"USA, Europe",h1C,A585E453,Doesn't work,1.0.29.29057,Redscreen,,,,,,,,,,,,,,,,,,
,Might and Magic - Gates to Another World,"USA, Europe",f1,4A1CE72B,Works,1.0.29.29057,Force USA (NTSC),,,,,,,,,,,,,,,,,,
,Might and Magic - Gates to Another World,"USA, Europe",o1,8F7DE05A,Doesn't Work,1.0.29.29057,Blackscreen,,,,,,,,,,,,,,,,,,
,Might and Magic - Gates to Another World,"USA, Europe",f1,D9F45258,Works,1.0.29.29057,Force USA (NTSC),,,,,,,,,,,,,,,,,,
,Might and Magic - Gates to Another World,"USA, Europe",o2,93AB91A3,Doesn't work,1.0.29.29057,Blackscreen,,,,,,,,,,,,,,,,,,
,Might and Magic - Gates to Another World,"USA, Europe",o3,CBF4F8FB,Doesn't work,1.0.29.29057,Blackscreen,,,,,,,,,,,,,,,,,,
,Mighty Morphin Power Rangers,Europe,,7F96E663,Works,1.0.7251.41832,Image is downscaled,,,,,,,,,,,,,,,,,,
,Mighty Morphin Power Rangers,USA,,715158A9,Works,1.0.7251.41832,,,,,,,,,,,,,,,,,,,
,Mighty Morphin Power Rangers - The Movie,Europe,,254A4972,Works,1.0.7251.41832,,,,,,,,,,,,,,,,,,,
,Mighty Morphin Power Rangers - The Movie,USA,,AA941CBC,Works,1.0.7251.41832,,,,,,,,,,,,,,,,,,,
,Minato no Traysia,Japan,,BD89FD09,Works,1.0.7251.41832,,,,,,,,,,,,,,,,,,,
,Minnesota Fats - Pool Legend,USA,,38174F40,Works,1.0.7251.41832,,,,,,,,,,,,,,,,,,,
,"Miracle Piano Teaching System, The",USA,,A719542E,Works,1.0.7251.41832,Requires the Miracle Piano,,,,,,,,,,,,,,,,,,
,MLBPA Baseball,USA,,14A8064D,Works,1.0.7251.41832,,,,,,,,,,,,,,,,,,,
,Monopoly,USA,,C10268DA,Works,1.0.7251.41832,,,,,,,,,,,,,,,,,,,
,Monster World IV,Japan,,36A3AAA4,Works,1.0.7251.41832,,,,,,,,,,,,,,,,,,,
,Monster World IV,"USA, Europe",Virtual Console,AF050C46,Works,1.0.7251.41832,Force USA (NTSC),,,,,,,,,,,,,,,,,,
,Mortal Kombat,World,,1AA3A207,Works,,Force USA (NTSC) - Doesn't work with retrobit 6 button controller,,,,,,,,,,,,,,,,,,
,Mortal Kombat,World,Rev A,33F19AB6,Works,,Force USA (NTSC) - 6 Buttons Hack to enable retrobit 6 b controller. First round 6b second round 3b,,,,,,,,,,,,,,,,,,
,Mortal Kombat 3,Europe,,AF6DE3E8,Doesn't Work,1.0.7255.29577,Black Screen,,,,,,,,,,,,,,,,,,
,Mortal Kombat 3,USA,,DD638AF6,Works,,,,,,,,,,,,,,,,,,,,
,Mortal Kombat II,World,,A9E013D8,Works,,Force USA (NTSC),,,,,,,,,,,,,,,,,,
,Mr. Nutz,Europe,,0786EA0B,Works,1.0.7255.29577,Downscaled Screen,,,,,,,,,,,,,,,,,,
,Ms. Pac-Man,"USA, Europe",,AF041BE6,Works,1.0.7255.29577,Force USA (NTSC),,,,,,,,,,,,,,,,,,
,Mugen Senshi Valis,Japan,,24431625,Works,1.0.7255.29577,,,,,,,,,,,,,,,,,,,
,Muhammad Ali Heavyweight Boxing,Europe,,A920C852,Works,1.0.7255.29577,Force Europe (PAL) or it will Region lock,Downscaled Screen,,,,,,,,,,,,,,,,,
,Muhammad Ali Heavyweight Boxing,USA,,B638B6A3,Works,,,,,,,,,,,,,,,,,,,,
,MUSHA - Metallic Uniframe Super Hybrid Armor,USA,,58A7F7B4,Works,1.0.7255.29577,,,,,,,,,,,,,,,,,,,
,Musha Aleste - Full Metal Fighter Ellinor,Japan,,8FDE18AB,Works,1.0.7255.29577,,,,,,,,,,,,,,,,,,,
,Mutant League Football,Japan,,2A97E6AF,Works,1.0.7255.29577,,,,,,,,,,,,,,,,,,,
,Mutant League Football,"USA, Europe",,DCE29C9D,Works,,Force USA (NTSC),,,,,,,,,,,,,,,,,,
,Mutant League Hockey,"USA, Europe",,3529180F,Works,,Force USA (NTSC),,,,,,,,,,,,,,,,,,
,Mystic Defender,"USA, Europe",,F9CE1AB8,Works,1.0.7255.29577,Force USA (NTSC),,,,,,,,,,,,,,,,,,
,Mystic Defender,"USA, Europe",Rev A,50FD5D93,Works,1.0.7255.29577,Force USA (NTSC),,,,,,,,,,,,,,,,,,
,Mystical Fighter,USA,,B2F2A69B,Works,1.0.7255.29577,,,,,,,,,,,,,,,,,,,
,Nakajima Satoru Kanshuu - F-1 Grand Prix,Japan,,93BE47CF,Works,1.0.7253.41616,,,,,,,,,,,,,,,,,,,
,Nakajima Satoru Kanshuu - F-1 Hero MD,Japan,,24F87987,Works,1.0.7253.41616,,,,,,,,,,,,,,,,,,,
,Nakajima Satoru Kanshuu - F-1 Super License,Japan,,8774BC79,Works,1.0.7253.41616,,,,,,,,,,,,,,,,,,,
,NBA Action '94,USA,,99C348BA,Works,1.0.7253.41616,,,,,,,,,,,,,,,,,,,
,NBA Action '95 Starring David Robinson,"USA, Europe",,AA7006D6,Works,1.0.7253.41616,Force USA (NTSC),,,,,,,,,,,,,,,,,,
,NBA All-Star Challenge,"USA, Europe",,C4674ADF,Works,1.0.7253.41616,Force USA (NTSC),,,,,,,,,,,,,,,,,,
,NBA Hang Time,Europe,,EDB4D4AA,Doesn't work,1.0.7253.41616,Locked out even when forcing the region,,,,,,,,,,,,,,,,,,
,NBA Hang Time,USA,,176B0338,Works,1.0.7253.41616,,,,,,,,,,,,,,,,,,,
,NBA Jam,Japan,,A6C6305A,Works,1.0.7253.41616,,,,,,,,,,,,,,,,,,,
,NBA Jam,"USA, Europe",,10FA248F,Works,1.0.7253.41616,Force USA (NTSC),,,,,,,,,,,,,,,,,,
,NBA Jam,"USA, Europe",Rev A,EB8360E6,Works,1.0.7253.41616,Force USA (NTSC),,,,,,,,,,,,,,,,,,
,NBA Jam - Tournament Edition,World,,E9FFCB37,Doesn't work,1.0.7253.41616,Blue lines on screen on boot,,,,,,,,,,,,,,,,,,
,NBA Jam Tournament Edition,World,f1,9E1A328B,Works,1.0.29.29057,Force USA (NTSC),,,,,,,,,,,,,,,,,,
,NBA Jam Tournament Edition,World,f1+C,507269C0,Doesn't Work,1.0.29.29057,E4: Please Shutdown on demo,,,,,,,,,,,,,,,,,,
,NBA Jam Tournament Edition,World,f2,45EA3FE4,Works,1.0.29.29057,Force USA (NTSC),,,,,,,,,,,,,,,,,,
,NBA Jam Tournament Edition,World,Rev01,6E25EBF0,Doesn't work,1.0.29.29057,Blue stripes,,,,,,,,,,,,,,,,,,
,NBA Live 95,"USA, Europe",,66018ABC,Works,1.0.7253.41616,Force USA (NTSC),,,,,,,,,,,,,,,,,,
,NBA Live 95,Korea,,779C1244,Works,1.0.7253.41616,,,,,,,,,,,,,,,,,,,
,NBA Live 96,"USA, Europe",,49DE0062,Works,1.0.7253.41616,Force USA (NTSC),,,,,,,,,,,,,,,,,,
,NBA Live 97,"USA, Europe",,7024843A,Works,1.0.7253.41616,Force USA (NTSC),,,,,,,,,,,,,,,,,,
,NBA Live 98,USA,,23473A8A,Doesn't work,1.0.7253.41616,Blackscreen after staff roll,,,,,,,,,,,,,,,,,,
,NBA Live 98,USA,h1C,5A99C0B0,Doesn't work,1.0.29.29057,Blackscreen after staff roll,,,,,,,,,,,,,,,,,,
,NBA Live 98,USA,h2C,DCCF1D49,Works,1.0.29.29057,,,,,,,,,,,,,,,,,,,
,NBA Live 98,USA,h3C,03E6055E,Doesn't Work,1.0.29.29057,Blackscreen after staff roll,,,,,,,,,,,,,,,,,,
,NBA Live 98,USA,h4C,B36FBE2A,Doesn't work,1.0.29.29057,Blackscreen after staff roll,,,,,,,,,,,,,,,,,,
,NBA Playoffs - Bulls vs Blazers,Japan,,4565CE1F,Works,1.0.7253.41616,,,,,,,,,,,,,,,,,,,
,NBA Pro Basketball - Bulls vs Lakers and the NBA Playoffs,Japan,,4416CE39,Works,1.0.7253.41616,,,,,,,,,,,,,,,,,,,
,NBA Pro Basketball '94,Japan,,EEA19BCE,Works,1.0.7253.41616,,,,,,,,,,,,,,,,,,,
,NBA Showdown '94,"USA, Europe",,160B7090,Works,1.0.7255.29577,Force USA (NTSC),,,,,,,,,,,,,,,,,,
,NCAA Final Four Basketball,USA,,ED0C1303,Works,1.0.7255.29577,,,,,,,,,,,,,,,,,,,
,NCAA Football,USA,,081012F0,Works,1.0.7255.29577,,,,,,,,,,,,,,,,,,,
,Nekketsu Koukou Dodgeball-bu - Soccer Hen MD,Japan,,F49C3A86,Works,1.0.7255.29577,,,,,,,,,,,,,,,,,,,
,New 3D Golf Simulation - Devil's Course,Japan,,BD090C67,Works,1.0.7255.29577,,,,,,,,,,,,,,,,,,,
,New 3D Golf Simulation - Harukanaru Augusta,Japan,,D2A9BF92,Works,1.0.7255.29577,,,,,,,,,,,,,,,,,,,
,New 3D Golf Simulation - Pebble Beach no Hatou,Japan,,96ED2E5D,Works,1.0.7255.29577,,,,,,,,,,,,,,,,,,,
,New 3D Golf Simulation - Waialae no Kiseki,Japan,,CBE2C1F6,Works,1.0.7255.29577,,,,,,,,,,,,,,,,,,,
,New Horizons,USA,,EAD69824,Has Problems,1.0.7255.29577,B Button Resets game,,,,,,,,,,,,,,,,,,
,Newman Haas IndyCar featuring Nigel Mansell,World,,1233A229,Has Problems,1.0.7255.29577,Missing audio,,,,,,,,,,,,,,,,,,
,Newman-Haas IndyCar Racing,World,h1C,A33BE1B0,Has problems,1.0.29.29057,Missing audio,,,,,,,,,,,,,,,,,,
,Newman-Haas IndyCar Racing,World,p1,AFFF5529,Has Problems,1.0.29.29057,Missing audio,,,,,,,,,,,,,,,,,,
,"NewZealand Story, The",Japan,,1C77AD21,Works,1.0.7255.29577,,,,,,,,,,,,,,,,,,,
,NFL '95,USA,,B58E4A81,Works,1.0.7255.29577,,,,,,,,,,,,,,,,,,,
,NFL 98,USA,,F73EC54C,Works,1.0.7255.29577,,,,,,,,,,,,,,,,,,,
,NFL Football '94,Japan,,E490DC4A,Works,1.0.7255.29577,,,,,,,,,,,,,,,,,,,
,NFL Football '94,Japan,Sega Channel,2C50EBF6,Works,1.0.7253.41616,,,,,,,,,,,,,,,,,,,
,NFL Football '94 Starring Joe Montana,USA,,0D486ED5,Works,1.0.7255.29577,,,,,,,,,,,,,,,,,,,
,NFL Pro Football '94,Japan,,96C947F3,Works,1.0.7255.29577,,,,,,,,,,,,,,,,,,,
,NFL Quarterback Club,World,,94542EAF,Doesn't Work,1.0.7255.29577,Blue lines on boot,,,,,,,,,,,,,,,,,,
,NFL Quarterback Club,World,f1+C,3D8EAD7D,Works,1.0.29.29057,Force USA (NTSC),,,,,,,,,,,,,,,,,,
,NFL Quarterback Club,World,f1,DF773232,Works,1.0.29.29057,Force USA (NTSC),,,,,,,,,,,,,,,,,,
,NFL Quarterback Club 96,"USA, Europe",,D5A37CAB,Doesn't Work,1.0.7255.29577,,,,,,,,,,,,,,,,,,,
,NFL Quarterback Club 96,"USA, Europe",h1C,6AD741B5,Doesn't work,1.0.29.29057,Blue stripes,,,,,,,,,,,,,,,,,,
,NFL Sports Talk Football '93 Starring Joe Montana,"USA, Europe",,CE0B1FE1,Works,1.0.7255.29577,Force USA (NTSC),,,,,,,,,,,,,,,,,,
,NFL Sports Talk Football '93 Starring Joe Montana,"USA, Europe",Rev A,646AE909,Works,1.0.7255.29577,Force USA (NTSC),,,,,,,,,,,,,,,,,,
,NHK Taiga Drama - Taiheiki,Japan,,09FBB30E,Works,1.0.7255.29577,,,,,,,,,,,,,,,,,,,
,NHL '94,"USA, Europe",,9438F5DD,Has Problems,1.0.7255.29577,Force USA (NTSC) | Some kind of issues with the keepers,,,,,,,,,,,,,,,,,,
,NHL 95,"USA, Europe",,E8EE917E,Has Problems,1.0.7255.29577,"Force USA (NTSC) | Some kind of issues with the keepers, all shots are ""backhand""",,,,,,,,,,,,,,,,,,
,NHL 96,"USA, Europe",,8135702C,Doesn't Work,1.0.7255.29577,,,,,,,,,,,,,,,,,,,
,NHL 96,"USA, Europe",h1C,AEAB8702,Doesn't work,1.0.29.29057,Blackscreen,,,,,,,,,,,,,,,,,,
,NHL 96,"USA, Europe",f1,7DFC30A0,Works,1.0.29.29057,Force USA (NTSC),,,,,,,,,,,,,,,,,,
,NHL 96,"USA, Europe",f2,518FDBE7,Has Problems,1.0.29.29057,Not at 100% speed,,,,,,,,,,,,,,,,,,
,NHL 96,"USA, Europe",o1,EA40000E,Works,1.0.29.29057,Force USA (NTSC),,,,,,,,,,,,,,,,,,
,NHL 97,"USA, Europe",,F067C103,Has Problems,1.0.7255.29577,Force USA (NTSC) | Goalies face wrong direction starting in second period.,,,,,,,,,,,,,,,,,,
,NHL 98,USA,,7B64CD98,Doesn't Work,1.0.7255.29577,,,,,,,,,,,,,,,,,,,
,NHL 98,USA,h1C,F2958C30,Doesn't work,1.0.29.29057,Blackscreen,,,,,,,,,,,,,,,,,,
,NHL 98,USA,h2C,D04A6E56,Works,1.0.29.29057,,,,,,,,,,,,,,,,,,,
,NHL 98,USA,h3C,B588292E,Doesn't work,1.0.29.29057,Blackscreen,,,,,,,,,,,,,,,,,,
,NHL 98,USA,h4C,02CB1CAD,Works,1.0.29.29057,,,,,,,,,,,,,,,,,,,
,NHL All-Star Hockey 95,USA,,E6C0218B,Works,1.0.7255.29577,,,,,,,,,,,,,,,,,,,
,NHL Hockey,USA,,2641653F,Works,1.0.7255.29577,,,,,,,,,,,,,,,,,,,
,NHLPA Hockey '93,"USA, Europe",h1C,866F7223,Doesn't work,1.0.29.29057,Redscreen,,,,,,,,,,,,,,,,,,
,NHLPA Hockey '93,"USA, Europe",h2C,B9A70878,Doesn't Work,1.0.29.29057,Redscreen,,,,,,,,,,,,,,,,,,
,NHLPA Hockey 93,"USA, Europe",,CBBF4262,Doesn't Work,1.0.7255.29577,Crash on Start up logo,,,,,,,,,,,,,,,,,,
,NHLPA Hockey 93,"USA, Europe",Rev A,F361D0BF,Doesn't Work,1.0.7255.29577,Crash on Start up logo,,,,,,,,,,,,,,,,,,
,Nigel Mansell's World Championship Racing,Europe,,3FE3D63B,Works,1.0.7255.29577,Downscaled Screen,,,,,,,,,,,,,,,,,,
,Nigel Mansell's World Championship Racing,USA,,6BC57B2C,Works,1.0.7255.29577,,,,,,,,,,,,,,,,,,,
,Nightmare Circus,Brazil,,06DA3217,Works,1.0.7255.29577,,,,,,,,,,,,,,,,,,,
,Nikkan Sports Pro Yakyuu Van,Japan,,C3655A59,Works,1.0.7255.29577,,,,,,,,,,,,,,,,,,,
,Ninja Burai Densetsu,Japan,,A8D828A0,Works,1.0.7255.29577,,,,,,,,,,,,,,,,,,,
,No Escape,USA,,44EE5F20,Works,1.0.7255.29577,,,,,,,,,,,,,,,,,,,
,Nobunaga no Yabou - Bushou Fuuunroku,Japan,,30BF8637,Works,1.0.7255.29577,,,,,,,,,,,,,,,,,,,
,Nobunaga no Yabou - Haouden,Japan,,96C01FC6,Works,1.0.7255.29577,,,,,,,,,,,,,,,,,,,
,Nobunaga no Yabou - Zenkoku Ban,Japan,,1381B313,Works,1.0.7255.29577,,,,,,,,,,,,,,,,,,,
,Nobunaga's Ambition,USA,,B9BC07BC,Works,1.0.7255.29577,,,,,,,,,,,,,,,,,,,
,Normy's Beach Babe-O-Rama,"USA, Europe",,B56A8220,Works,1.0.7255.29577,Force USA (NTSC),,,,,,,,,,,,,,,,,,
,Nyuushi Chokuzen Check - Nanmon Kimon Kiki Kaikai,Japan,Sega Channel,47AEBFCB,Doesn't Work,1.0.7255.29577,E4: Please Shutdown,,,,,,,,,,,,,,,,,,
,Olympic Gold,Europe,,924E57D3,Works,1.0.7255.29577,,,,,,,,,,,,,,,,,,,
,Olympic Gold,"Japan, USA, Korea",Rev A,E9C925B8,Works,1.0.7255.29577,,,,,,,,,,,,,,,,,,,
,Olympic Gold,"Japan, USA",,339594B4,Works,1.0.7255.29577,,,,,,,,,,,,,,,,,,,
,Olympic Summer Games,"USA, Europe",,9E470FB9,Works,1.0.7255.29577,Force USA (NTSC),,,,,,,,,,,,,,,,,,
,On Dal Jang Goon,Korea,,67CCB1CA,Doesn't Work,1.0.7255.29577,Black Screen after Sega logo,,,,,,,,,,,,,,,,,,
,"Ooze, The",Europe,,E16B102C,Works,1.0.7255.29577,Force Europe Region (PAL) or it will Region lock,,,,,,,,,,,,,,,,,,
,"Ooze, The","Japan, USA",,1C0DD42F,Works,1.0.7255.29577,,,,,,,,,,,,,,,,,,,
,Operation Europe - Path to Victory 1939-45,USA,,E7CBA1D8,Works,1.0.7255.29577,,,,,,,,,,,,,,,,,,,
,Osomatsu-kun Hachamecha Gekijou,Japan,,2453350C,Works,1.0.7255.29577,,,,,,,,,,,,,,,,,,,
,"Ottifants, The",Europe,,41AC8003,Works,1.0.7255.29577,,,,,,,,,,,,,,,,,,,
,Out of this World,USA,,2DA36E01,Works,1.0.7255.29577,,,,,,,,,,,,,,,,,,,
,Outlander,USA,,FE6F2350,Works,1.0.7255.29577,,,,,,,,,,,,,,,,,,,
,OutRun,Japan,,EE7D9F4A,Works,1.0.7255.29577,,,,,,,,,,,,,,,,,,,
,OutRun,"USA, Europe",,FDD9A8D2,Works,,Force USA (NTSC),,,,,,,,,,,,,,,,,,
,OutRun,"USA, Europe",Sega Smash Pack,E6821FB1,Works,1.0.7255.29577,Force USA (NTSC),,,,,,,,,,,,,,,,,,
,OutRun 2019,Europe,,5CB3536A,Works,1.0.7255.29577,,,,,,,,,,,,,,,,,,,
,OutRun 2019,Japan,,0EAC7440,Works,1.0.7255.29577,,,,,,,,,,,,,,,,,,,
,OutRun 2019,USA,,E32E17E2,Works,1.0.7255.29577,,,,,,,,,,,,,,,,,,,
,OutRunners,Japan,,E164A09F,Works,1.0.7255.29577,,,,,,,,,,,,,,,,,,,
,OutRunners,USA,,EDE636B9,Works,1.0.7255.29577,,,,,,,,,,,,,,,,,,,
,Ozaki Naomichi no Super Masters,Japan,,088BA825,Works,1.0.7255.29577,,,,,,,,,,,,,,,,,,,
,P.T.O. - Pacific Theater of Operations,USA,,D9D4C6E2,Works,,,,,,,,,,,,,,,,,,,,
,Pac-Attack,USA,,79587507,Works,1.0.7255.29577,,,,,,,,,,,,,,,,,,,
,Pac-Man 2 - The New Adventures,USA,,FE7A7ED1,Has problems,1.0.7255.29577,No Audio on the intro. The rest works fine,,,,,,,,,,,,,,,,,,
,Pac-Mania,"USA, Europe",,74BBA09B,Works,1.0.7255.29577,Force USA (NTSC),,,,,,,,,,,,,,,,,,
,Pac-Panic,Europe,,EBD6D5BA,Works,1.0.7255.29577,Force Europe Region (PAL) or it will Region lock,Downscaled Screen,,,,,,,,,,,,,,,,,
,Pachinko Kuunyan,Japan,,9D137E7F,Works,1.0.7255.29577,,,,,,,,,,,,,,,,,,,
,Paddle Fighter,Japan,SegaNet,3D8147E6,Works,1.0.7255.29577,,,,,,,,,,,,,,,,,,,
,"Pagemaster, The",Europe,,79A180E2,Works,1.0.7255.29577,,,,,,,,,,,,,,,,,,,
,"Pagemaster, The",USA,,75A96D4E,Works,1.0.7255.29577,,,,,,,,,,,,,,,,,,,
,Panorama Cotton,Japan,,9E57D92E,Has problems,1.0.7255.29577,Graphical and audio issues,,,,,,,,,,,,,,,,,,
,Paperboy,Japan,,E14250AE,Works,1.0.7255.29577,,,,,,,,,,,,,,,,,,,
,Paperboy,"USA, Europe",,0A44819B,Works,1.0.7255.29577,Force USA (NTSC),,,,,,,,,,,,,,,,,,
,Paperboy 2,"USA, Europe",,1DE28BB1,Doesn't Work,1.0.7255.29577,,,,,,,,,,,,,,,,,,,
,Party Quiz Mega Q,Japan,,9D4B447A,Works,1.0.7255.29577,,,,,,,,,,,,,,,,,,,
,Pat Riley Basketball,USA,,3D9318A7,Works,1.0.7255.29577,,,,,,,,,,,,,,,,,,,
,Pebble Beach Golf Links,Europe,,6CFC7297,Works,1.0.7255.29577,,,,,,,,,,,,,,,,,,,
,Pebble Beach Golf Links,USA,,95823C43,Works,1.0.7255.29577,,,,,,,,,,,,,,,,,,,
,Pebble Beach Golf Links,USA,Rev A (Sega Channel),D124CE9C,Works,1.0.7255.29577,,,,,,,,,,,,,,,,,,,
,Pele II - World Tournament Soccer,"USA, Europe",,05A486E9,Works,1.0.7255.29577,Force USA (NTSC),,,,,,,,,,,,,,,,,,
,Pele!,"USA, Europe",,5A8ABE51,Works,1.0.7255.29577,Force USA (NTSC),,,,,,,,,,,,,,,,,,
,Pepenga Pengo,Japan,,D1E2324B,Works,1.0.7255.29577,,,,,,,,,,,,,,,,,,,
,Pete Sampras Tennis,"USA, Europe",v1.1 (J-Cart) (MDST17FF),9EF5BBD1,Works with patch,1.0.31.34721,Force USA (NTSC),,,,,,,,,,,,,,,,,,
,Pete Sampras Tennis,"USA, Europe",v1.0 (J-Cart) (MDST6636),94E505B2,Works with patch,1.0.31.34721,Force USA (NTSC),,,,,,,,,,,,,,,,,,
,Pete Sampras Tennis,"USA, Europe",v1.2 (J-Cart) (MDSTEE13),AA8B19BC,Works with patch,1.0.31.34721,Force USA (NTSC),,,,,,,,,,,,,,,,,,
,Pete Sampras Tennis,"USA, Europe",f1,64E2F366,Doesn't work,1.0.29.29057,Blackscreen after Codemasters intro,,,,,,,,,,,,,,,,,,
,Pete Sampras Tennis,"USA, Europe",h1C,4B952E18,Doesn't work,1.0.29.29057,Blackscreen after Codemasters intro,,,,,,,,,,,,,,,,,,
,Pete Sampras Tennis,"USA, Europe",h2C,D45544AE,Doesn't work,1.0.29.29057,Blackscreen after Codemasters intro,,,,,,,,,,,,,,,,,,
,Pete Sampras Tennis 96,Europe,f1,CB0FEE78,Doesn't work,1.0.29.29057,Blackscreen after Codemasters intro,,,,,,,,,,,,,,,,,,
,Pete Sampras Tennis 96,"USA, Europe",h1C,47744D9A,Doesn't work,1.0.29.29057,Blackscreen after Codemasters intro,,,,,,,,,,,,,,,,,,
,PGA European Tour,"USA, Europe",,8CA45ACD,Works,1.0.7255.29577,Force USA (NTSC),,,,,,,,,,,,,,,,,,
,PGA Tour 96,"USA, Europe",,9698BBDE,Works,1.0.7255.29577,Force USA (NTSC),,,,,,,,,,,,,,,,,,
,PGA Tour Golf,"USA, Europe",Rev A,0489FF8E,Doesn't Work,1.0.7255.29577,Black Screens Immediately,,,,,,,,,,,,,,,,,,
,PGA Tour Golf,"USA, Europe",Rev B,C1F0B4E1,Doesn't Work,1.0.7255.29577,,,,,,,,,,,,,,,,,,,
,PGA Tour Golf,Europe,o1,E702BD64,Doesn't work,1.0.29.29057,Blackscreen after EA logo,,,,,,,,,,,,,,,,,,
,PGA Tour Golf II,Japan,,C05B7A4A,Works,1.0.7255.29577,,,,,,,,,,,,,,,,,,,
,PGA Tour Golf II,"USA, Europe",,16B2D816,Works,1.0.7255.29577,Force USA (NTSC),,,,,,,,,,,,,,,,,,
,PGA Tour Golf II,"USA, Europe",Rev A,E82B8606,Works,1.0.7255.29577,Force USA (NTSC),,,,,,,,,,,,,,,,,,
,PGA Tour Golf III,"USA, Europe",,AEB3F65F,Works,1.0.7255.29577,Force USA (NTSC),,,,,,,,,,,,,,,,,,
,Phantasy Star - Sennenki no Owari ni,Japan,,F0BFAD42,Works,,,,,,,,,,,,,,,,,,,,
,Phantasy Star - Sennenki no Owari ni,Japan,Steam Version,FE45F95D,Works,1.0.7255.29577,,,,,,,,,,,,,,,,,,,
,Phantasy Star Fukkokuban,Japan,,07301F83,Doesn't Work,1.0.7255.29577,E4: Please Shutdown,,,,,,,,,,,,,,,,,,
,Phantasy Star II,Brazil,,E6688B66,Works,1.0.7255.29577,,,,,,,,,,,,,,,,,,,
,Phantasy Star II,"USA, Europe",Rev A,904FA047,Works,1.0.7255.29577,Force USA (NTSC),,,,,,,,,,,,,,,,,,
,Phantasy Star II,"USA, Europe",,0D07D0EF,Works,1.0.7255.29577,Force USA (NTSC),,,,,,,,,,,,,,,,,,
,Phantasy Star II,"USA, Europe",Virtual Console,67DB982A,Doesn't Work,1.0.7255.29577,Red Screen on Start Up,,,,,,,,,,,,,,,,,,
,Phantasy Star II,"USA, Europe",Steam Version,75AF3D59,Works,1.0.7255.29577,Force USA (NTSC),,,,,,,,,,,,,,,,,,
,Phantasy Star II - Amia's Adventure,Japan,SegaNet,A3A724AA,Works,1.0.7255.29577,,,,,,,,,,,,,,,,,,,
,Phantasy Star II - Anne's Adventure,Japan,SegaNet,FAFA5B6F,Works,1.0.7255.29577,,,,,,,,,,,,,,,,,,,
,Phantasy Star II - Huey's Adventure,Japan,SegaNet,1A076F83,Works,1.0.7255.29577,,,,,,,,,,,,,,,,,,,
,Phantasy Star II - Kaerazaru Toki no Owari ni,Japan,,BEC8EB5A,Works,1.0.7255.29577,,,,,,,,,,,,,,,,,,,
,Phantasy Star II - Kinds's Adventure,Japan,SegaNet,C334F308,Works,1.0.7255.29577,,,,,,,,,,,,,,,,,,,
,Phantasy Star II - Nei's Adventure,Japan,SegaNet,3D9AD465,Works,1.0.7255.29577,,,,,,,,,,,,,,,,,,,
,Phantasy Star II - Rudger's Adventure,Japan,SegaNet,6B5916D2,Works,1.0.7255.29577,,,,,,,,,,,,,,,,,,,
,Phantasy Star II - Shilka's Adventure,Japan,SegaNet,1F83BEB2,Works,1.0.7255.29577,,,,,,,,,,,,,,,,,,,
,Phantasy Star II - Yushis's Adventure,Japan,SegaNet,D40C76D6,Works,1.0.7255.29577,,,,,,,,,,,,,,,,,,,
,Phantasy Star III - Generations of Doom,Brazil,,2E9B4C23,Works,1.0.7255.29577,,,,,,,,,,,,,,,,,,,
,Phantasy Star III - Generations of Doom,"USA, Europe, Korea",,C6B42B0F,Works,1.0.7255.29577,Force USA (NTSC),,,,,,,,,,,,,,,,,,
,Phantasy Star III - Generations of Doom,"USA, Europe",Steam Version,1D1C62FB,Works,1.0.7255.29577,Force USA (NTSC),,,,,,,,,,,,,,,,,,
,Phantasy Star IV,USA,,FE236442,Works,1.0.7255.29577,,,,,,,,,,,,,,,,,,,
,Phantasy Star IV,Europe,,389C2968,Works,1.0.7255.29577,Force PAL version of it region locks,,,,,,,,,,,,,,,,,,
